@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute leap-1 numeric
@attribute leap-2 numeric
@attribute leap-3 numeric
@attribute leap-4 numeric
@attribute leap-5 numeric
@attribute leap-6 numeric
@attribute leap-7 numeric
@attribute leap-8 numeric
@attribute leap-9 numeric
@attribute leap-10 numeric
@attribute leap-11 numeric
@attribute leap-12 numeric
@attribute leap-13 numeric
@attribute leap-14 numeric
@attribute leap-15 numeric
@attribute leap-16 numeric
@attribute leap-17 numeric
@attribute leap-18 numeric
@attribute leap-19 numeric
@attribute leap-20 numeric
@attribute leap-21 numeric
@attribute leap-22 numeric
@attribute leap-23 numeric
@attribute leap-24 numeric
@attribute leap-25 numeric
@attribute leap-26 numeric
@attribute leap-27 numeric
@attribute leap-28 numeric
@attribute leap-29 numeric
@attribute leap-30 numeric
@attribute leap-31 numeric
@attribute leap-32 numeric
@attribute leap-33 numeric
@attribute leap-34 numeric
@attribute leap-35 numeric
@attribute leap-36 numeric
@attribute leap-37 numeric
@attribute leap-38 numeric
@attribute leap-39 numeric
@attribute leap-40 numeric
@attribute leap-41 numeric
@attribute leap-42 numeric
@attribute leap-43 numeric
@attribute leap-44 numeric
@attribute leap-45 numeric
@attribute leap-46 numeric
@attribute leap-47 numeric
@attribute leap-48 numeric
@attribute leap-49 numeric
@attribute leap-50 numeric
@attribute leap-51 numeric
@attribute leap-52 numeric
@attribute leap-53 numeric
@attribute leap-54 numeric
@attribute leap-55 numeric
@attribute leap-56 numeric
@attribute leap-57 numeric
@attribute leap-58 numeric
@attribute leap-59 numeric
@attribute leap-60 numeric
@attribute amplitude numeric
@attribute frequency numeric

@data
1100,'2024/11/13 08:21:01:320',8,0.004117,0.036967,0.046866,0.024329,0.007398,0.004613,0.003014,0.00208,0.001725,0.001189,0.028508,0.346067,0.501661,0.310349,0.231202,0.16435,0.116212,0.095563,0.084334,0.065031,0.00358,0.063681,0.091356,0.046599,0.02026,0.010292,0.009772,0.007842,0.00712,0.005985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0.4
1101,'2024/11/13 08:21:01:335',8,0.004876,0.03739,0.044955,0.023496,0.007761,0.004546,0.002836,0.001859,0.001584,0.001091,0.044035,0.355438,0.501255,0.317765,0.193971,0.148691,0.09385,0.070677,0.060414,0.041706,0.003826,0.061871,0.088145,0.043514,0.017098,0.008381,0.007528,0.005856,0.005222,0.004178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0.4
1102,'2024/11/13 08:21:01:353',8,0.005585,0.037676,0.043039,0.022487,0.007875,0.004272,0.002884,0.001622,0.00142,0.000978,0.083789,0.375293,0.499727,0.330226,0.167083,0.147284,0.090619,0.064968,0.05598,0.038451,0.004116,0.060758,0.085588,0.040338,0.013717,0.007034,0.005737,0.003752,0.003261,0.002299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0.4
1103,'2024/11/13 08:21:01:369',8,0.006272,0.037983,0.041378,0.021492,0.007823,0.00385,0.002793,0.001435,0.001249,0.000855,0.12211,0.395777,0.496913,0.333285,0.138741,0.142465,0.085453,0.058041,0.050143,0.034396,0.005848,0.060715,0.083544,0.038201,0.011584,0.007867,0.005431,0.003098,0.002769,0.001916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0.4
1104,'2024/11/13 08:21:01:387',8,0.006956,0.038646,0.040532,0.020688,0.007685,0.003339,0.002574,0.001276,0.001061,0.000719,0.157551,0.414836,0.492999,0.332558,0.110995,0.133501,0.076619,0.050183,0.043255,0.029626,0.007574,0.06073,0.081333,0.036166,0.009547,0.008769,0.004942,0.002633,0.002414,0.001672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0.4
1105,'2024/11/13 08:21:01:404',8,0.007593,0.0391,0.039742,0.019978,0.007968,0.002804,0.002268,0.001126,0.000856,0.000568,0.190058,0.43266,0.489748,0.331508,0.087048,0.122162,0.067828,0.04339,0.036468,0.024635,0.009214,0.061148,0.079599,0.034545,0.007684,0.009118,0.004235,0.00227,0.002108,0.00145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0.4
1106,'2024/11/13 08:21:01:419',8,0.008189,0.039509,0.039216,0.019517,0.008325,0.002827,0.002,0.000945,0.000625,0.000399,0.217547,0.447562,0.486679,0.329448,0.067351,0.109979,0.059236,0.036305,0.028184,0.018999,0.010659,0.061642,0.07804,0.033215,0.005974,0.008882,0.003382,0.001935,0.001759,0.001219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0.4
1107,'2024/11/13 08:21:01:437',8,0.008769,0.040039,0.039134,0.019427,0.008673,0.003,0.001887,0.00078,0.000391,0.000207,0.239973,0.453866,0.482979,0.326896,0.055432,0.09968,0.053521,0.029976,0.020515,0.013307,0.011919,0.061866,0.076311,0.032107,0.004579,0.008231,0.002605,0.0017,0.001456,0.001001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0.4
1108,'2024/11/13 08:21:01:454',8,0.009159,0.040282,0.039094,0.019464,0.008931,0.003211,0.001955,0.000741,0.000259,0.000041,0.257294,0.45818,0.481229,0.325886,0.052404,0.093079,0.04832,0.024004,0.012853,0.007403,0.013071,0.062421,0.075253,0.031542,0.003626,0.007392,0.002242,0.001471,0.001159,0.000792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0.4
1109,'2024/11/13 08:21:01:470',8,0.008992,0.040217,0.039049,0.019357,0.008846,0.0031,0.001877,0.000716,0.000262,0.000054,0.268214,0.460707,0.48043,0.326259,0.059133,0.093873,0.047485,0.020655,0.007352,0.001444,0.014067,0.062943,0.074468,0.031312,0.003182,0.006547,0.00188,0.001216,0.000853,0.000581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0.4
1110,'2024/11/13 08:21:01:487',8,0.008442,0.040045,0.039173,0.019243,0.00871,0.002891,0.001796,0.000853,0.000453,0.000273,0.267966,0.459202,0.478688,0.325087,0.060005,0.094107,0.047359,0.020205,0.006606,0.001007,0.014835,0.062979,0.073461,0.031155,0.003239,0.005951,0.001761,0.00097,0.000598,0.000378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0.4
1111,'2024/11/13 08:21:01:503',8,0.007726,0.039629,0.039299,0.01916,0.008828,0.00294,0.002018,0.001131,0.000736,0.00049,0.258234,0.456916,0.479516,0.325706,0.054226,0.094189,0.047483,0.022582,0.010619,0.005823,0.0155,0.063359,0.07324,0.031362,0.003591,0.005793,0.001844,0.000758,0.000324,0.000161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0.4
1112,'2024/11/13 08:21:01:519',8,0.006918,0.039122,0.039517,0.019121,0.009287,0.003273,0.002416,0.001427,0.001021,0.000695,0.24858,0.453987,0.482034,0.335329,0.062514,0.109215,0.062626,0.039544,0.028851,0.023124,0.015878,0.063577,0.073221,0.031559,0.003912,0.005923,0.001982,0.000745,0.000231,0.000031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0.4
1113,'2024/11/13 08:21:01:536',8,0.006068,0.038616,0.039846,0.019095,0.010045,0.004132,0.002752,0.001704,0.001305,0.000891,0.233318,0.44726,0.483368,0.348335,0.078238,0.12631,0.076767,0.055084,0.045406,0.037779,0.015514,0.062898,0.072593,0.03113,0.003623,0.005751,0.001922,0.000721,0.000266,0.000085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0.4
1114,'2024/11/13 08:21:01:553',8,0.005175,0.037987,0.040067,0.01893,0.010917,0.005072,0.002956,0.001936,0.001561,0.00107,0.204152,0.432922,0.48757,0.361933,0.087852,0.127913,0.071796,0.051276,0.042858,0.033211,0.014958,0.062562,0.072692,0.030797,0.002987,0.005414,0.001972,0.000792,0.000438,0.000266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0.4
1115,'2024/11/13 08:21:01:570',8,0.004268,0.037325,0.040177,0.018576,0.011745,0.006017,0.003084,0.002108,0.001779,0.001228,0.168201,0.414917,0.492713,0.379389,0.103081,0.124767,0.063859,0.043786,0.037014,0.025512,0.014289,0.062147,0.07294,0.030432,0.002532,0.004866,0.002131,0.000922,0.000629,0.000419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0.4
1116,'2024/11/13 08:21:01:586',8,0.003391,0.036684,0.040136,0.017995,0.0124,0.006993,0.003139,0.002266,0.001978,0.001368,0.136441,0.394342,0.492248,0.39785,0.132771,0.126288,0.068128,0.048552,0.042816,0.02939,0.013457,0.061116,0.072617,0.029791,0.00216,0.004038,0.002345,0.001051,0.000821,0.000553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0.4
1117,'2024/11/13 08:21:01:603',8,0.002548,0.03606,0.039849,0.017116,0.012733,0.007633,0.003099,0.002417,0.002136,0.001482,0.102251,0.374727,0.492248,0.417038,0.163422,0.121662,0.074512,0.052538,0.047027,0.032644,0.01267,0.060604,0.072997,0.029394,0.001923,0.003298,0.002481,0.001139,0.000954,0.000659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0.4
1118,'2024/11/13 08:21:01:620',8,0.002835,0.036044,0.039776,0.016781,0.01356,0.008809,0.004455,0.003577,0.003311,0.002627,0.066816,0.355006,0.492248,0.435811,0.193495,0.11198,0.078764,0.057539,0.05157,0.035693,0.011863,0.060069,0.073365,0.029036,0.00205,0.00334,0.002741,0.001252,0.001101,0.000759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0.4
1119,'2024/11/13 08:21:01:638',8,0.003678,0.036366,0.03964,0.016912,0.014424,0.009908,0.006183,0.005105,0.004862,0.004161,0.029483,0.333737,0.489008,0.446183,0.218459,0.096978,0.079932,0.061952,0.054769,0.037927,0.010889,0.058923,0.072942,0.028455,0.002462,0.003298,0.002883,0.001318,0.001204,0.000836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0.4
1120,'2024/11/13 08:21:01:656',8,0.003397,0.036064,0.038567,0.015982,0.01368,0.009154,0.00631,0.005133,0.004824,0.004105,0.01643,0.325322,0.489008,0.450731,0.251776,0.110285,0.101897,0.087339,0.078646,0.061999,0.009956,0.058305,0.07308,0.028256,0.003051,0.003168,0.003032,0.001401,0.001299,0.00091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0.4
1121,'2024/11/13 08:21:01:671',8,0.003098,0.035344,0.03671,0.014467,0.011711,0.007365,0.005155,0.003986,0.003594,0.002848,0.010292,0.322652,0.489008,0.453769,0.27812,0.13483,0.12613,0.112633,0.103311,0.086588,0.008981,0.057666,0.073056,0.02823,0.004013,0.003102,0.003201,0.00154,0.001424,0.00099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0.4
1122,'2024/11/13 08:21:01:687',8,0.006056,0.036358,0.0362,0.01555,0.012107,0.008636,0.006756,0.00575,0.005296,0.004584,0.013636,0.322527,0.485678,0.451928,0.293157,0.15691,0.149175,0.13236,0.123388,0.107583,0.007841,0.056495,0.072166,0.028072,0.005081,0.003507,0.003018,0.001658,0.001499,0.001054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0.4
1123,'2024/11/13 08:21:01:704',8,0.007317,0.036654,0.034766,0.01566,0.010802,0.008459,0.006733,0.005724,0.005227,0.004543,0.025443,0.329306,0.485678,0.451563,0.301368,0.178137,0.168238,0.148,0.139922,0.124399,0.006751,0.055864,0.071706,0.028278,0.006174,0.004376,0.002663,0.001832,0.001622,0.001134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0.4
1124,'2024/11/13 08:21:01:719',8,0.006478,0.03596,0.032082,0.014497,0.007338,0.006034,0.004592,0.003396,0.002895,0.002222,0.030264,0.332548,0.485678,0.447886,0.292043,0.181706,0.164813,0.1419,0.134653,0.118961,0.00598,0.055479,0.071156,0.028795,0.007528,0.00565,0.003126,0.002371,0.002128,0.001603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0.4
1125,'2024/11/13 08:21:01:736',8,0.007053,0.036153,0.030259,0.014474,0.0052,0.004885,0.003677,0.002411,0.001969,0.001346,0.036812,0.334924,0.482565,0.438922,0.268983,0.175555,0.148056,0.124212,0.117518,0.101647,0.005209,0.054785,0.069826,0.029072,0.008708,0.006886,0.003532,0.002904,0.002651,0.002103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0.4
1126,'2024/11/13 08:21:01:753',8,0.008262,0.036732,0.028958,0.014883,0.004018,0.00436,0.003293,0.002086,0.001743,0.001193,0.047474,0.34338,0.482565,0.431129,0.239836,0.166737,0.128063,0.10426,0.097243,0.080904,0.004123,0.054437,0.068619,0.029153,0.009382,0.007639,0.003864,0.00301,0.002769,0.00218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0.4
1127,'2024/11/13 08:21:01:769',8,0.009624,0.037448,0.028003,0.015358,0.00355,0.004062,0.003075,0.002031,0.001777,0.001308,0.059384,0.354951,0.482565,0.421756,0.214764,0.152528,0.102295,0.08067,0.073119,0.057271,0.002708,0.054019,0.066987,0.028773,0.009469,0.00767,0.00391,0.002681,0.002467,0.00186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0.4
1128,'2024/11/13 08:21:01:787',8,0.010917,0.03816,0.027294,0.015757,0.003308,0.003933,0.002829,0.002022,0.001863,0.001476,0.07606,0.369838,0.482565,0.400669,0.186804,0.143686,0.078927,0.057295,0.049481,0.0339,0.002386,0.054299,0.065598,0.028979,0.010239,0.00819,0.004755,0.003299,0.003084,0.002444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0.4
1129,'2024/11/13 08:21:01:803',8,0.011368,0.038583,0.026355,0.015434,0.002652,0.003181,0.001696,0.001161,0.001059,0.000747,0.109807,0.387332,0.479114,0.376054,0.167501,0.142966,0.07607,0.052084,0.043513,0.02984,0.002258,0.054255,0.063538,0.028784,0.010689,0.008231,0.005266,0.003868,0.003598,0.00296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0.4
1130,'2024/11/13 08:21:01:819',8,0.012074,0.039001,0.025816,0.0154,0.002981,0.002928,0.001363,0.000892,0.000753,0.000514,0.141403,0.40586,0.479114,0.357118,0.148631,0.138692,0.070991,0.046373,0.037267,0.025506,0.002219,0.054684,0.061851,0.028527,0.010798,0.008122,0.005919,0.004186,0.003813,0.003179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0.4
1131,'2024/11/13 08:21:01:837',8,0.012766,0.039541,0.025634,0.015498,0.003446,0.003124,0.001219,0.000731,0.000536,0.000351,0.169379,0.420098,0.477784,0.341422,0.130608,0.129846,0.062973,0.040077,0.030937,0.020862,0.002232,0.054857,0.059825,0.027877,0.010412,0.007682,0.006009,0.004091,0.003603,0.002977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0.4
1132,'2024/11/13 08:21:01:853',8,0.01328,0.039847,0.025539,0.015587,0.00389,0.003268,0.001124,0.000593,0.000318,0.000186,0.193259,0.426674,0.477324,0.324965,0.114986,0.117639,0.052566,0.032355,0.023382,0.015744,0.001921,0.054831,0.057683,0.026667,0.009129,0.00676,0.004953,0.003007,0.002433,0.001857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0.4
1133,'2024/11/13 08:21:01:870',8,0.013637,0.040057,0.025583,0.015736,0.004229,0.003411,0.001154,0.000575,0.000194,0.000039,0.213425,0.431912,0.474137,0.311098,0.104463,0.106573,0.043721,0.025294,0.016734,0.010706,0.002264,0.055108,0.055968,0.02588,0.008169,0.006024,0.004186,0.002174,0.001587,0.001067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0.4
1134,'2024/11/13 08:21:01:886',8,0.013717,0.04037,0.025763,0.015877,0.004223,0.00341,0.001156,0.000558,0.000178,0.00003,0.227507,0.434195,0.470561,0.303141,0.099217,0.100232,0.037367,0.019107,0.00984,0.00531,0.00332,0.055484,0.054617,0.025604,0.007789,0.00574,0.003742,0.001817,0.001296,0.000871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0.4
1135,'2024/11/13 08:21:01:904',8,0.013339,0.040157,0.025665,0.015814,0.003899,0.003319,0.001151,0.000574,0.000287,0.000171,0.236034,0.436152,0.46967,0.301535,0.099946,0.099866,0.03738,0.017477,0.005962,0.000921,0.00442,0.056134,0.053901,0.025633,0.007677,0.005555,0.003207,0.001426,0.000996,0.000654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0.4
1136,'2024/11/13 08:21:01:920',8,0.01283,0.039856,0.025638,0.015896,0.003631,0.00347,0.001268,0.000748,0.000479,0.000322,0.233885,0.435712,0.46982,0.300478,0.09924,0.098379,0.035737,0.016841,0.006143,0.001349,0.005452,0.056735,0.053545,0.025824,0.007632,0.005382,0.002816,0.001071,0.000686,0.000415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0.4
1137,'2024/11/13 08:21:01:937',8,0.012346,0.039882,0.025934,0.016301,0.003578,0.003801,0.001431,0.000943,0.000688,0.00047,0.222843,0.43237,0.470054,0.299381,0.09879,0.09688,0.034303,0.01897,0.010816,0.006317,0.006248,0.056918,0.053206,0.025979,0.007657,0.005369,0.002699,0.000835,0.000388,0.000132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0.4
1138,'2024/11/13 08:21:01:957',8,0.011635,0.039431,0.026003,0.016673,0.003875,0.004102,0.001552,0.001115,0.000889,0.000612,0.207304,0.428492,0.472282,0.30041,0.10184,0.098674,0.039179,0.023514,0.016579,0.010983,0.006576,0.057106,0.053239,0.026155,0.007724,0.005441,0.002741,0.000824,0.000317,0.00004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0.4
1139,'2024/11/13 08:21:01:972',8,0.010836,0.038911,0.026074,0.017118,0.004521,0.004308,0.00193,0.001278,0.001088,0.000752,0.188409,0.423494,0.475291,0.302317,0.111861,0.100141,0.047467,0.029829,0.023035,0.01556,0.006036,0.056799,0.053104,0.025931,0.00756,0.005284,0.002537,0.000794,0.000405,0.000195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0.4
1140,'2024/11/13 08:21:01:988',8,0.010054,0.038759,0.026409,0.017757,0.0056,0.004383,0.002399,0.001448,0.001293,0.000897,0.165593,0.416833,0.474706,0.300024,0.125432,0.097293,0.055223,0.034737,0.028476,0.01959,0.005052,0.055904,0.052697,0.025526,0.007595,0.005298,0.00256,0.000956,0.000701,0.000466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0.4
1141,'2024/11/13 08:21:02:004',8,0.009069,0.0381,0.026385,0.018118,0.006829,0.004406,0.002769,0.001622,0.001488,0.001031,0.140416,0.403358,0.474706,0.291818,0.140644,0.09588,0.061207,0.038988,0.0339,0.023491,0.003872,0.055205,0.052711,0.025378,0.008001,0.00546,0.00288,0.001232,0.001068,0.00074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0.4
1142,'2024/11/13 08:21:02:021',8,0.008021,0.037392,0.026273,0.018318,0.008083,0.004438,0.002989,0.001817,0.001661,0.001152,0.112574,0.387963,0.474706,0.280955,0.155525,0.091763,0.065367,0.044301,0.039343,0.027243,0.002485,0.054366,0.052774,0.0253,0.00861,0.005578,0.003223,0.001633,0.001468,0.001017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0.4
1143,'2024/11/13 08:21:05:524',9,0.074965,0.054611,0.234758,0.346785,0.106249,0.050552,0.048364,0.00848,0.004837,0.003134,0.196527,0.477204,0.951663,1.081728,0.732382,1.051069,0.598969,0.439746,0.366943,0.31536,0.011233,0.039303,0.172993,0.293446,0.110856,0.043028,0.037027,0.009262,0.006594,0.004526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.4
1144,'2024/11/13 08:21:05:537',9,0.077598,0.057837,0.240622,0.348571,0.111752,0.054748,0.047755,0.006325,0.003067,0.001844,0.198436,0.456896,0.95637,1.094463,0.800913,1.063377,0.592524,0.416447,0.352915,0.3084,0.016054,0.040277,0.176224,0.291382,0.114664,0.045347,0.034513,0.007132,0.005714,0.003929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.4
1145,'2024/11/13 08:21:05:555',9,0.079772,0.060476,0.243161,0.347912,0.115241,0.056716,0.047448,0.005151,0.001791,0.00047,0.14209,0.408714,0.939849,1.094463,0.803918,1.058011,0.495521,0.292302,0.235614,0.196975,0.020744,0.041787,0.179828,0.289927,0.118866,0.045678,0.030845,0.005649,0.004796,0.003293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.4
1146,'2024/11/13 08:21:05:570',9,0.079999,0.060674,0.243405,0.347827,0.115624,0.056631,0.046912,0.004939,0.001561,0.000314,0.091326,0.369579,0.936628,1.094463,0.794889,1.050684,0.367701,0.13743,0.080132,0.049437,0.024937,0.04339,0.183156,0.288498,0.12253,0.045927,0.026901,0.004463,0.003839,0.002549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.4
1147,'2024/11/13 08:21:05:586',9,0.07847,0.058408,0.243147,0.351143,0.113632,0.056415,0.045345,0.004684,0.002598,0.001479,0.15753,0.41772,0.962367,1.107104,0.821559,1.062201,0.344224,0.102986,0.043245,0.01425,0.028915,0.045398,0.186472,0.287868,0.12585,0.04669,0.025179,0.00456,0.002901,0.001779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.4
1148,'2024/11/13 08:21:05:603',9,0.076213,0.055256,0.239424,0.352027,0.109907,0.058534,0.042759,0.005905,0.004586,0.002953,0.18734,0.437777,0.968851,1.107105,0.830012,1.062394,0.341431,0.099355,0.03311,0.003893,0.032235,0.047365,0.188891,0.287272,0.128192,0.047318,0.02542,0.00475,0.001852,0.000888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.4
1149,'2024/11/13 08:21:05:620',9,0.074566,0.052639,0.234834,0.353164,0.106665,0.063146,0.03821,0.008291,0.006507,0.004299,0.158401,0.41858,0.962758,1.107105,0.832541,1.062759,0.340198,0.101057,0.039709,0.01492,0.034289,0.048794,0.190272,0.287094,0.129501,0.048066,0.026432,0.00507,0.001303,0.000148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.4
1150,'2024/11/13 08:21:05:637',9,0.077918,0.05516,0.233526,0.357396,0.108736,0.072519,0.043207,0.015794,0.012583,0.009856,0.123024,0.40302,0.963249,1.12084,0.861885,1.077749,0.354397,0.114719,0.058444,0.033899,0.033306,0.04808,0.189887,0.287264,0.129032,0.047818,0.025576,0.005034,0.001258,0.000325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.4
1151,'2024/11/13 08:21:05:654',9,0.080113,0.056981,0.22984,0.358035,0.110135,0.078242,0.043302,0.020597,0.015745,0.012627,0.136584,0.427589,0.966931,1.12084,0.892156,1.081426,0.387867,0.161603,0.109999,0.083448,0.030447,0.046343,0.187974,0.287226,0.127771,0.047573,0.024088,0.00575,0.00225,0.001256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.4
1152,'2024/11/13 08:21:05:670',9,0.081051,0.058185,0.226187,0.35739,0.110912,0.078724,0.03841,0.021287,0.014953,0.011518,0.175752,0.475455,0.981696,1.12084,0.92452,1.084571,0.410249,0.200858,0.155026,0.128641,0.027132,0.044927,0.185692,0.287493,0.127156,0.047929,0.022884,0.007099,0.003256,0.001931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.4
1153,'2024/11/13 08:21:05:692',9,0.081538,0.059909,0.225792,0.357787,0.11191,0.075966,0.037897,0.017248,0.010258,0.006739,0.199563,0.520873,1.005832,1.136015,0.960002,1.09879,0.388255,0.192127,0.151546,0.127249,0.024335,0.044584,0.183909,0.288228,0.127901,0.048684,0.024179,0.008337,0.003881,0.002315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.4
1154,'2024/11/13 08:21:05:712',9,0.086418,0.066624,0.227806,0.355958,0.117107,0.07697,0.039997,0.015417,0.008901,0.00568,0.207121,0.549904,1.013,1.136015,0.973438,1.095571,0.326251,0.141938,0.107269,0.087716,0.022492,0.045593,0.183249,0.288822,0.12971,0.04929,0.026593,0.008672,0.003877,0.002316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.4
