@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute leap-1 numeric
@attribute leap-2 numeric
@attribute leap-3 numeric
@attribute leap-4 numeric
@attribute leap-5 numeric
@attribute leap-6 numeric
@attribute leap-7 numeric
@attribute leap-8 numeric
@attribute leap-9 numeric
@attribute leap-10 numeric
@attribute leap-11 numeric
@attribute leap-12 numeric
@attribute leap-13 numeric
@attribute leap-14 numeric
@attribute leap-15 numeric
@attribute leap-16 numeric
@attribute leap-17 numeric
@attribute leap-18 numeric
@attribute leap-19 numeric
@attribute leap-20 numeric
@attribute leap-21 numeric
@attribute leap-22 numeric
@attribute leap-23 numeric
@attribute leap-24 numeric
@attribute leap-25 numeric
@attribute leap-26 numeric
@attribute leap-27 numeric
@attribute leap-28 numeric
@attribute leap-29 numeric
@attribute leap-30 numeric
@attribute leap-31 numeric
@attribute leap-32 numeric
@attribute leap-33 numeric
@attribute leap-34 numeric
@attribute leap-35 numeric
@attribute leap-36 numeric
@attribute leap-37 numeric
@attribute leap-38 numeric
@attribute leap-39 numeric
@attribute leap-40 numeric
@attribute leap-41 numeric
@attribute leap-42 numeric
@attribute leap-43 numeric
@attribute leap-44 numeric
@attribute leap-45 numeric
@attribute leap-46 numeric
@attribute leap-47 numeric
@attribute leap-48 numeric
@attribute leap-49 numeric
@attribute leap-50 numeric
@attribute leap-51 numeric
@attribute leap-52 numeric
@attribute leap-53 numeric
@attribute leap-54 numeric
@attribute leap-55 numeric
@attribute leap-56 numeric
@attribute leap-57 numeric
@attribute leap-58 numeric
@attribute leap-59 numeric
@attribute leap-60 numeric
@attribute amplitude numeric
@attribute frequency numeric

@data
503,'2024/11/13 08:19:23:968',5,0.0022,0.008854,0.02553,0.025251,0.123845,0.054838,0.026646,0.006906,0.001706,0.00106,0.007532,0.110835,0.109509,0.216596,0.637551,0.495616,0.277602,0.103452,0.048336,0.037207,0.01006,0.009327,0.012444,0.020912,0.14116,0.061885,0.021996,0.007439,0.001911,0.001125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0
504,'2024/11/13 08:19:23:986',5,0.003612,0.009727,0.026322,0.026416,0.122429,0.053352,0.025309,0.006238,0.001083,0.000566,0.013202,0.113506,0.119637,0.224006,0.634701,0.48266,0.272866,0.075422,0.01741,0.00781,0.011455,0.011332,0.014628,0.022304,0.140669,0.061033,0.022042,0.006833,0.001015,0.000352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0
505,'2024/11/13 08:19:24:003',5,0.004888,0.010789,0.027445,0.027653,0.122839,0.053374,0.025102,0.006259,0.000728,0.000122,0.0333,0.129037,0.138714,0.238935,0.635488,0.482362,0.276662,0.073923,0.012498,0.001453,0.012226,0.012276,0.015583,0.02294,0.140838,0.061062,0.022497,0.006861,0.000901,0.000089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0
506,'2024/11/13 08:19:24:019',5,0.004813,0.010695,0.027348,0.027457,0.122634,0.053179,0.024997,0.006239,0.000708,0.000114,0.02639,0.122333,0.131877,0.231953,0.634948,0.480327,0.278596,0.073006,0.01252,0.002631,0.011296,0.011034,0.014324,0.021677,0.140033,0.060565,0.022486,0.006774,0.001125,0.000461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0
507,'2024/11/13 08:19:24:034',5,0.003554,0.009483,0.025834,0.025726,0.120462,0.051983,0.024227,0.005937,0.000972,0.000485,0.00834,0.10669,0.112431,0.214206,0.631735,0.476418,0.291527,0.077792,0.022694,0.01462,0.009951,0.008971,0.012352,0.019795,0.138195,0.059808,0.022999,0.006637,0.001664,0.000967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0
508,'2024/11/13 08:19:24:050',5,0.002406,0.008533,0.024541,0.024248,0.11964,0.051374,0.023283,0.005604,0.001489,0.00084,0.011482,0.107868,0.1067,0.20937,0.63145,0.478925,0.320933,0.098606,0.050987,0.041231,0.009198,0.00727,0.011059,0.018651,0.137598,0.059695,0.023981,0.006437,0.002148,0.001329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0
509,'2024/11/13 08:19:24:069',5,0.001535,0.007937,0.023659,0.023082,0.118956,0.050488,0.021729,0.005453,0.001734,0.00103,0.021687,0.110553,0.102657,0.207627,0.631326,0.491825,0.338332,0.111788,0.069911,0.059125,0.010883,0.007792,0.012331,0.01975,0.138102,0.061631,0.025706,0.007714,0.004032,0.003127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0
510,'2024/11/13 08:19:24:084',5,0.001058,0.007736,0.023431,0.022319,0.117686,0.048975,0.020575,0.00636,0.00166,0.001004,0.024929,0.108071,0.097346,0.203289,0.629486,0.491201,0.331142,0.106532,0.067496,0.057837,0.012783,0.008562,0.014097,0.021064,0.13868,0.062405,0.025883,0.008609,0.005005,0.004193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0
511,'2024/11/13 08:19:24:103',5,0.001914,0.0083,0.024009,0.02261,0.117735,0.048072,0.019418,0.007029,0.001579,0.000854,0.025826,0.109449,0.106124,0.203947,0.629245,0.481516,0.307068,0.088539,0.052568,0.043354,0.014238,0.00928,0.015861,0.022184,0.139535,0.061946,0.025562,0.009309,0.004745,0.003929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0
512,'2024/11/13 08:19:24:118',5,0.002952,0.009172,0.024852,0.023375,0.118014,0.047558,0.018558,0.00691,0.001064,0.000488,0.025567,0.11107,0.114838,0.208826,0.629184,0.466689,0.280945,0.069148,0.029422,0.021587,0.014765,0.009477,0.016772,0.022594,0.140039,0.06094,0.024029,0.008185,0.002992,0.002331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0
513,'2024/11/13 08:19:24:134',5,0.003867,0.010019,0.025559,0.024082,0.117702,0.047346,0.018458,0.006824,0.000785,0.000091,0.030944,0.11752,0.125913,0.217625,0.628029,0.45598,0.26403,0.053887,0.010679,0.003244,0.014747,0.009412,0.017034,0.022634,0.140226,0.060213,0.022908,0.006992,0.001354,0.000582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0
514,'2024/11/13 08:19:24:151',5,0.003509,0.009763,0.025273,0.023695,0.117414,0.047095,0.018316,0.006754,0.000795,0.000137,0.037313,0.124518,0.134013,0.224136,0.628382,0.45654,0.263344,0.054627,0.010039,0.00129,0.014611,0.009403,0.016961,0.022643,0.140037,0.060496,0.023198,0.007415,0.001935,0.001201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0
515,'2024/11/13 08:19:24:167',5,0.002173,0.00863,0.024044,0.022165,0.116544,0.046902,0.017982,0.006879,0.001209,0.000592,0.024719,0.114481,0.121306,0.212273,0.627662,0.456993,0.261385,0.056066,0.013444,0.006434,0.01431,0.009427,0.016432,0.022561,0.139565,0.061593,0.024074,0.009146,0.003959,0.003247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0
516,'2024/11/13 08:19:24:184',5,0.00135,0.008025,0.023021,0.020903,0.115268,0.04711,0.017744,0.007264,0.002072,0.001461,0.025469,0.115247,0.11513,0.20499,0.625799,0.466598,0.272881,0.076894,0.039862,0.032551,0.013154,0.00899,0.014724,0.021686,0.138938,0.062412,0.023466,0.009727,0.00493,0.004168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0
517,'2024/11/13 08:19:24:202',5,0.000782,0.007218,0.021624,0.019495,0.114196,0.046673,0.017423,0.006254,0.002116,0.001316,0.027029,0.118322,0.108746,0.204,0.627783,0.478152,0.293234,0.095395,0.061475,0.052679,0.011399,0.008327,0.012188,0.020627,0.138009,0.062333,0.020642,0.008566,0.004535,0.003584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0
518,'2024/11/13 08:19:24:217',5,0.001023,0.007223,0.020796,0.018586,0.113371,0.045984,0.01742,0.006141,0.001948,0.001212,0.027459,0.122783,0.103819,0.205187,0.629841,0.481938,0.299748,0.103931,0.071275,0.061707,0.009755,0.007778,0.00957,0.020068,0.137383,0.061161,0.01924,0.007153,0.002948,0.002033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0
519,'2024/11/13 08:19:24:235',5,0.00205,0.008153,0.021032,0.01842,0.112694,0.045945,0.018198,0.00659,0.001937,0.001261,0.021014,0.11995,0.093638,0.204304,0.628779,0.471467,0.289438,0.098117,0.059048,0.049169,0.010029,0.008971,0.009574,0.021118,0.137834,0.060627,0.019599,0.007008,0.002059,0.001242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0
520,'2024/11/13 08:19:24:250',5,0.003354,0.00922,0.021632,0.018531,0.112592,0.045694,0.017925,0.006256,0.001462,0.000858,0.016476,0.119809,0.08963,0.207791,0.629878,0.456955,0.270662,0.083839,0.036499,0.027205,0.011452,0.0111,0.011028,0.023076,0.138521,0.060467,0.01993,0.007035,0.001584,0.000853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0
521,'2024/11/13 08:19:24:267',5,0.004789,0.010454,0.022469,0.019061,0.112775,0.045434,0.018519,0.00578,0.000914,0.000475,0.021035,0.125102,0.093762,0.215372,0.630739,0.450287,0.252875,0.068542,0.014616,0.00632,0.012809,0.012843,0.012405,0.024721,0.139131,0.060462,0.020075,0.00678,0.000901,0.000233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0
522,'2024/11/13 08:19:24:285',5,0.005966,0.011512,0.023261,0.019732,0.112779,0.0454,0.01887,0.00561,0.000667,0.000126,0.036841,0.137579,0.106911,0.227104,0.628463,0.45161,0.249938,0.067768,0.010751,0.001522,0.013248,0.013338,0.012782,0.02528,0.139437,0.060648,0.020192,0.006737,0.000765,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0
523,'2024/11/13 08:19:24:300',5,0.005857,0.011402,0.023159,0.019646,0.112614,0.045373,0.018776,0.005549,0.000642,0.000109,0.030281,0.131742,0.100924,0.223282,0.628351,0.451073,0.246767,0.066734,0.011058,0.002218,0.012125,0.011973,0.01147,0.02423,0.138754,0.060537,0.019805,0.006734,0.001143,0.000531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0
524,'2024/11/13 08:19:24:317',5,0.00452,0.010167,0.022162,0.018783,0.111925,0.045305,0.01853,0.005658,0.000898,0.000468,0.017862,0.118995,0.087365,0.214103,0.62822,0.451934,0.243672,0.079392,0.022967,0.015516,0.010566,0.009935,0.009598,0.022845,0.13774,0.060685,0.019242,0.007245,0.001782,0.001063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0
525,'2024/11/13 08:19:24:336',5,0.002928,0.008754,0.021082,0.017962,0.110721,0.045393,0.01852,0.006251,0.00135,0.000812,0.021801,0.116966,0.084291,0.215548,0.625431,0.457447,0.245713,0.108538,0.050013,0.041543,0.009211,0.007956,0.007882,0.021921,0.136769,0.060878,0.019082,0.008149,0.002244,0.001447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0
526,'2024/11/13 08:19:24:352',5,0.001779,0.00773,0.020464,0.017686,0.109783,0.045585,0.018389,0.006659,0.001885,0.001185,0.023729,0.112651,0.079497,0.220204,0.626943,0.470704,0.275536,0.124337,0.066392,0.056287,0.010451,0.008239,0.008624,0.023433,0.136666,0.061945,0.020611,0.010086,0.004353,0.003353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0
527,'2024/11/13 08:19:24:382',5,0.000814,0.006733,0.01989,0.017399,0.108804,0.044992,0.017837,0.005966,0.001794,0.001103,0.0229,0.108317,0.083009,0.226616,0.62882,0.482612,0.295756,0.120584,0.068776,0.059215,0.011605,0.008568,0.009779,0.025017,0.136646,0.061793,0.02172,0.010254,0.00531,0.004347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0
528,'2024/11/13 08:19:24:400',5,0.000628,0.00655,0.020005,0.017712,0.107942,0.044785,0.018101,0.005789,0.001762,0.001035,0.019642,0.110646,0.096298,0.231626,0.626681,0.485172,0.292534,0.098947,0.057996,0.048914,0.011974,0.008691,0.010375,0.025915,0.136343,0.060393,0.021435,0.00841,0.00442,0.003466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0
529,'2024/11/13 08:19:24:415',5,0.001312,0.007293,0.020961,0.018769,0.10797,0.044905,0.018436,0.00605,0.001791,0.001189,0.015873,0.112556,0.106081,0.237573,0.628363,0.484507,0.273949,0.069198,0.038374,0.030202,0.011728,0.008887,0.010463,0.026235,0.136102,0.05906,0.019965,0.006182,0.002022,0.001211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0
530,'2024/11/13 08:19:24:429',5,0.00162,0.007983,0.021561,0.019457,0.108292,0.04477,0.017909,0.005317,0.000922,0.000368,0.017431,0.1146,0.112258,0.242619,0.629556,0.480361,0.250933,0.045459,0.014137,0.00718,0.01306,0.01062,0.012081,0.027935,0.136552,0.059138,0.019845,0.005774,0.001152,0.000339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0
531,'2024/11/13 08:19:24:442',5,0.002399,0.008854,0.022307,0.020302,0.108404,0.045015,0.018013,0.005494,0.000775,0.000112,0.03337,0.127315,0.126404,0.253501,0.626361,0.478091,0.245303,0.046943,0.009652,0.001551,0.013712,0.011453,0.012856,0.028794,0.136471,0.05934,0.019996,0.006018,0.001007,0.000118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0
532,'2024/11/13 08:19:24:455',5,0.001903,0.008314,0.021813,0.019948,0.108096,0.044908,0.017818,0.005445,0.0008,0.000197,0.029815,0.124361,0.123147,0.252265,0.626333,0.478847,0.244675,0.047041,0.009207,0.001843,0.012354,0.009942,0.011435,0.027633,0.135838,0.058957,0.019913,0.00601,0.001289,0.000505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0
533,'2024/11/13 08:19:24:471',5,0.001462,0.007483,0.021078,0.019512,0.107577,0.045182,0.018007,0.005952,0.001499,0.001023,0.017915,0.114858,0.112975,0.245689,0.625911,0.483054,0.250169,0.055821,0.022063,0.015498,0.011767,0.008877,0.010803,0.027104,0.135384,0.059907,0.021373,0.007811,0.003311,0.002564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0
534,'2024/11/13 08:19:24:487',5,0.001054,0.006784,0.020138,0.019129,0.106734,0.045447,0.017762,0.006297,0.001985,0.001322,0.016978,0.114471,0.113287,0.246594,0.622209,0.490047,0.257176,0.081504,0.048492,0.040569,0.012166,0.008515,0.011991,0.027583,0.134827,0.061706,0.022901,0.010458,0.005933,0.004938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0
535,'2024/11/13 08:19:24:502',5,0.000727,0.006171,0.019185,0.019004,0.106082,0.0455,0.016272,0.005905,0.001784,0.00108,0.023123,0.114437,0.11715,0.252432,0.622633,0.498283,0.250527,0.101711,0.068269,0.059005,0.012083,0.007942,0.013054,0.027975,0.134387,0.062552,0.02299,0.011244,0.006795,0.005701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0
536,'2024/11/13 08:19:24:519',5,0.001343,0.006447,0.019052,0.01988,0.105837,0.045978,0.015572,0.005496,0.001802,0.001195,0.027706,0.112461,0.12197,0.259973,0.623551,0.500904,0.2423,0.104313,0.074093,0.064196,0.011278,0.007163,0.013952,0.028012,0.133606,0.06167,0.021089,0.009454,0.005519,0.004547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0
537,'2024/11/13 08:19:24:536',5,0.002346,0.00698,0.019321,0.021032,0.105655,0.045982,0.01563,0.005599,0.001597,0.000964,0.027998,0.111725,0.125261,0.265565,0.621609,0.497937,0.260535,0.100118,0.061655,0.051503,0.01062,0.006326,0.01474,0.028074,0.132349,0.059904,0.02022,0.007779,0.002987,0.002015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0
538,'2024/11/13 08:19:24:553',5,0.003705,0.007753,0.020307,0.022331,0.105807,0.045822,0.016954,0.00569,0.001166,0.00069,0.027072,0.109971,0.129567,0.272152,0.622929,0.491934,0.268061,0.0883,0.037652,0.02896,0.011943,0.007501,0.017101,0.029959,0.132374,0.059274,0.021292,0.007345,0.001701,0.000954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0
539,'2024/11/13 08:19:24:569',5,0.005069,0.008716,0.02136,0.0236,0.106108,0.045831,0.017544,0.00566,0.000797,0.000341,0.029746,0.111503,0.136526,0.278979,0.623995,0.485979,0.263942,0.072018,0.01394,0.004862,0.013801,0.009245,0.019498,0.032042,0.132758,0.059407,0.022325,0.00737,0.001029,0.000268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0
540,'2024/11/13 08:19:24:588',5,0.005975,0.009452,0.022077,0.024411,0.106221,0.046021,0.017818,0.005711,0.000634,0.000113,0.04156,0.120858,0.148364,0.286489,0.621999,0.484562,0.264663,0.072367,0.010953,0.001629,0.01439,0.009803,0.020143,0.03252,0.132367,0.059444,0.022598,0.007426,0.001004,0.000161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0
541,'2024/11/13 08:19:24:603',5,0.005435,0.009018,0.021654,0.024022,0.105984,0.04589,0.017734,0.005628,0.000546,0.000145,0.029707,0.110362,0.135802,0.278118,0.621534,0.485621,0.266851,0.072622,0.012201,0.003945,0.01291,0.008391,0.018382,0.03092,0.131769,0.059246,0.022693,0.007558,0.001252,0.000583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0
542,'2024/11/13 08:19:24:620',5,0.004085,0.008039,0.020711,0.023117,0.10548,0.045708,0.018005,0.005839,0.000892,0.000519,0.026361,0.107149,0.124759,0.273582,0.620627,0.488513,0.29119,0.095598,0.036884,0.028864,0.010796,0.00658,0.01575,0.028746,0.131051,0.059344,0.023821,0.008194,0.001897,0.001183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0
543,'2024/11/13 08:19:24:634',5,0.002658,0.007227,0.019963,0.022474,0.104855,0.045595,0.018591,0.006178,0.001428,0.000861,0.024974,0.105976,0.112549,0.271555,0.617581,0.486922,0.319171,0.119223,0.061649,0.051886,0.010353,0.006699,0.014581,0.02818,0.130558,0.060417,0.026494,0.010146,0.003943,0.002998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0
544,'2024/11/13 08:19:24:651',5,0.00175,0.006972,0.019851,0.022579,0.104501,0.045494,0.018935,0.006257,0.002061,0.001461,0.021662,0.105678,0.101809,0.274064,0.616833,0.48133,0.334385,0.130768,0.076947,0.066708,0.010424,0.007734,0.014147,0.028519,0.130678,0.061838,0.028216,0.011117,0.005697,0.004648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0
545,'2024/11/13 08:19:24:667',5,0.000632,0.006485,0.019634,0.022703,0.103981,0.044455,0.017684,0.00523,0.001916,0.001177,0.014606,0.107521,0.103001,0.280566,0.616673,0.469086,0.325917,0.125597,0.079209,0.068606,0.009639,0.008494,0.013479,0.028634,0.130382,0.061816,0.026948,0.00992,0.005593,0.004449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0
546,'2024/11/13 08:19:24:683',5,0.000582,0.007096,0.020472,0.023935,0.103672,0.043479,0.016815,0.005911,0.00203,0.001315,0.010223,0.109224,0.108486,0.290103,0.615727,0.450413,0.307487,0.108333,0.067288,0.056791,0.008203,0.009039,0.013056,0.028607,0.129243,0.059834,0.022876,0.007234,0.003634,0.002515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0
547,'2024/11/13 08:19:24:703',5,0.000944,0.008027,0.021645,0.025502,0.103638,0.042555,0.017075,0.006101,0.001821,0.001199,0.010885,0.109488,0.114405,0.301859,0.616762,0.430975,0.286682,0.076759,0.043619,0.034137,0.008528,0.011253,0.014781,0.03051,0.12909,0.058335,0.021616,0.006466,0.002468,0.001555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0
548,'2024/11/13 08:19:24:732',5,0.001656,0.009075,0.022891,0.027054,0.103697,0.042068,0.017746,0.00559,0.001259,0.000664,0.021262,0.118385,0.129106,0.318934,0.61812,0.420444,0.262768,0.051882,0.023656,0.015355,0.010101,0.014276,0.017645,0.033394,0.129353,0.058786,0.021471,0.006161,0.001891,0.00103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0
549,'2024/11/13 08:19:24:738',5,0.002744,0.010245,0.024117,0.028435,0.103687,0.042257,0.018142,0.005225,0.000757,0.000216,0.039354,0.13372,0.148456,0.335886,0.618203,0.421768,0.250571,0.044773,0.012657,0.005057,0.011604,0.016636,0.019987,0.035609,0.129204,0.059337,0.021366,0.005991,0.00118,0.000289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0
550,'2024/11/13 08:19:24:757',5,0.003161,0.010636,0.024522,0.02889,0.103733,0.042483,0.018224,0.005188,0.000628,0.000074,0.050694,0.143741,0.159527,0.344547,0.618709,0.425769,0.249119,0.046317,0.009276,0.001218,0.011815,0.017115,0.020463,0.036024,0.129156,0.059593,0.021338,0.005965,0.0009,0.000121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0
551,'2024/11/13 08:19:24:772',5,0.002344,0.009736,0.023575,0.027969,0.103394,0.041973,0.018189,0.005127,0.00081,0.000326,0.039508,0.134865,0.148784,0.336828,0.618297,0.422378,0.246268,0.044207,0.010537,0.003387,0.010214,0.015163,0.018402,0.034047,0.12863,0.059492,0.020836,0.005941,0.001338,0.000636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0
552,'2024/11/13 08:19:24:788',5,0.001354,0.00853,0.022119,0.026602,0.10266,0.041055,0.018608,0.005247,0.001292,0.000721,0.01948,0.118657,0.127116,0.320753,0.616354,0.423136,0.243378,0.052385,0.019819,0.012603,0.008478,0.012397,0.015319,0.0312,0.127809,0.060143,0.020161,0.006386,0.002238,0.001328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0
553,'2024/11/13 08:19:24:802',5,0.000768,0.007609,0.020838,0.025638,0.102448,0.040562,0.019015,0.005644,0.001703,0.001129,0.010969,0.112901,0.112597,0.311017,0.615094,0.433754,0.240484,0.076234,0.043913,0.034719,0.00761,0.00991,0.012332,0.028885,0.127921,0.062002,0.020277,0.007556,0.003267,0.002277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0
554,'2024/11/13 08:19:24:818',5,0.000503,0.006877,0.020101,0.025088,0.102275,0.040742,0.018666,0.005879,0.001785,0.001104,0.012232,0.115102,0.105484,0.310206,0.614145,0.451556,0.255604,0.10728,0.069763,0.058884,0.009892,0.010165,0.01254,0.029503,0.129229,0.065512,0.022053,0.01079,0.006373,0.005233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0
555,'2024/11/13 08:19:24:835',5,0.000829,0.006643,0.019936,0.025176,0.101656,0.040476,0.018305,0.006364,0.001728,0.00108,0.0192,0.119564,0.103454,0.316711,0.612888,0.468502,0.258184,0.129105,0.086105,0.074753,0.012419,0.01066,0.013204,0.030756,0.129886,0.067959,0.023855,0.013901,0.00851,0.007354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0
556,'2024/11/13 08:19:24:851',5,0.001626,0.006954,0.020378,0.026079,0.101688,0.040514,0.018273,0.006402,0.001592,0.001024,0.026432,0.124724,0.105128,0.32548,0.613154,0.479237,0.259884,0.129713,0.081703,0.070928,0.013731,0.010579,0.013109,0.031548,0.130271,0.068489,0.023036,0.014015,0.008126,0.007095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0
557,'2024/11/13 08:19:24:867',5,0.003061,0.007867,0.021339,0.027536,0.101854,0.040613,0.017838,0.006096,0.001527,0.001068,0.027471,0.124746,0.10646,0.335359,0.613943,0.483162,0.254615,0.111897,0.060526,0.05004,0.013559,0.009879,0.012046,0.03144,0.12974,0.066751,0.021174,0.010972,0.005239,0.00433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0
