@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute hand:tracking-1 numeric
@attribute hand:tracking-2 numeric
@attribute hand:tracking-3 numeric
@attribute hand:tracking-4 numeric
@attribute hand:tracking-5 numeric
@attribute hand:tracking-6 numeric
@attribute hand:tracking-7 numeric
@attribute hand:tracking-8 numeric
@attribute hand:tracking-9 numeric
@attribute hand:tracking-10 numeric
@attribute hand:tracking-11 numeric
@attribute hand:tracking-12 numeric
@attribute hand:tracking-13 numeric
@attribute hand:tracking-14 numeric
@attribute hand:tracking-15 numeric
@attribute hand:tracking-16 numeric
@attribute hand:tracking-17 numeric
@attribute hand:tracking-18 numeric
@attribute hand:tracking-19 numeric
@attribute hand:tracking-20 numeric
@attribute hand:tracking-21 numeric
@attribute hand:tracking-22 numeric
@attribute hand:tracking-23 numeric
@attribute hand:tracking-24 numeric
@attribute hand:tracking-25 numeric
@attribute hand:tracking-26 numeric
@attribute hand:tracking-27 numeric
@attribute hand:tracking-28 numeric
@attribute hand:tracking-29 numeric
@attribute hand:tracking-30 numeric
@attribute hand:tracking-31 numeric
@attribute hand:tracking-32 numeric
@attribute hand:tracking-33 numeric
@attribute hand:tracking-34 numeric
@attribute hand:tracking-35 numeric
@attribute hand:tracking-36 numeric
@attribute hand:tracking-37 numeric
@attribute hand:tracking-38 numeric
@attribute hand:tracking-39 numeric
@attribute hand:tracking-40 numeric
@attribute hand:tracking-41 numeric
@attribute hand:tracking-42 numeric
@attribute hand:tracking-43 numeric
@attribute hand:tracking-44 numeric
@attribute hand:tracking-45 numeric
@attribute hand:tracking-46 numeric
@attribute hand:tracking-47 numeric
@attribute hand:tracking-48 numeric
@attribute hand:tracking-49 numeric
@attribute hand:tracking-50 numeric
@attribute hand:tracking-51 numeric
@attribute hand:tracking-52 numeric
@attribute hand:tracking-53 numeric
@attribute hand:tracking-54 numeric
@attribute hand:tracking-55 numeric
@attribute hand:tracking-56 numeric
@attribute hand:tracking-57 numeric
@attribute hand:tracking-58 numeric
@attribute hand:tracking-59 numeric
@attribute hand:tracking-60 numeric
@attribute hand:tracking-61 numeric
@attribute hand:tracking-62 numeric
@attribute hand:tracking-63 numeric
@attribute hand:tracking-64 numeric
@attribute hand:tracking-65 numeric
@attribute hand:tracking-66 numeric
@attribute hand:tracking-67 numeric
@attribute hand:tracking-68 numeric
@attribute hand:tracking-69 numeric
@attribute hand:tracking-70 numeric
@attribute hand:tracking-71 numeric
@attribute hand:tracking-72 numeric
@attribute hand:tracking-73 numeric
@attribute hand:tracking-74 numeric
@attribute hand:tracking-75 numeric
@attribute hand:tracking-76 numeric
@attribute hand:tracking-77 numeric
@attribute hand:tracking-78 numeric
@attribute hand:tracking-79 numeric
@attribute hand:tracking-80 numeric
@attribute hand:tracking-81 numeric
@attribute hand:tracking-82 numeric
@attribute hand:tracking-83 numeric
@attribute hand:tracking-84 numeric
@attribute hand:tracking-85 numeric
@attribute hand:tracking-86 numeric
@attribute hand:tracking-87 numeric
@attribute hand:tracking-88 numeric
@attribute hand:tracking-89 numeric
@attribute hand:tracking-90 numeric
@attribute hand:tracking-91 numeric
@attribute hand:tracking-92 numeric
@attribute hand:tracking-93 numeric
@attribute hand:tracking-94 numeric
@attribute hand:tracking-95 numeric
@attribute hand:tracking-96 numeric
@attribute hand:tracking-97 numeric
@attribute hand:tracking-98 numeric
@attribute hand:tracking-99 numeric
@attribute hand:tracking-100 numeric
@attribute hand:tracking-101 numeric
@attribute hand:tracking-102 numeric
@attribute hand:tracking-103 numeric
@attribute hand:tracking-104 numeric
@attribute hand:tracking-105 numeric
@attribute hand:tracking-106 numeric
@attribute hand:tracking-107 numeric
@attribute hand:tracking-108 numeric
@attribute hand:tracking-109 numeric
@attribute hand:tracking-110 numeric
@attribute hand:tracking-111 numeric
@attribute hand:tracking-112 numeric
@attribute hand:tracking-113 numeric
@attribute hand:tracking-114 numeric
@attribute hand:tracking-115 numeric
@attribute hand:tracking-116 numeric
@attribute hand:tracking-117 numeric
@attribute hand:tracking-118 numeric
@attribute hand:tracking-119 numeric
@attribute hand:tracking-120 numeric
@attribute hand:tracking-121 numeric
@attribute hand:tracking-122 numeric
@attribute hand:tracking-123 numeric
@attribute hand:tracking-124 numeric
@attribute hand:tracking-125 numeric
@attribute hand:tracking-126 numeric
@attribute hand:tracking-127 numeric
@attribute hand:tracking-128 numeric
@attribute hand:tracking-129 numeric
@attribute hand:tracking-130 numeric
@attribute hand:tracking-131 numeric
@attribute hand:tracking-132 numeric
@attribute hand:tracking-133 numeric
@attribute hand:tracking-134 numeric
@attribute hand:tracking-135 numeric
@attribute hand:tracking-136 numeric
@attribute hand:tracking-137 numeric
@attribute hand:tracking-138 numeric
@attribute hand:tracking-139 numeric
@attribute hand:tracking-140 numeric
@attribute hand:tracking-141 numeric
@attribute hand:tracking-142 numeric
@attribute hand:tracking-143 numeric
@attribute hand:tracking-144 numeric
@attribute hand:tracking-145 numeric
@attribute hand:tracking-146 numeric
@attribute hand:tracking-147 numeric
@attribute hand:tracking-148 numeric
@attribute hand:tracking-149 numeric
@attribute hand:tracking-150 numeric
@attribute hand:tracking-151 numeric
@attribute hand:tracking-152 numeric
@attribute hand:tracking-153 numeric
@attribute hand:tracking-154 numeric
@attribute hand:tracking-155 numeric
@attribute hand:tracking-156 numeric
@attribute hand:tracking-157 numeric
@attribute hand:tracking-158 numeric
@attribute hand:tracking-159 numeric
@attribute hand:tracking-160 numeric
@attribute hand:tracking-161 numeric
@attribute hand:tracking-162 numeric
@attribute hand:tracking-163 numeric
@attribute hand:tracking-164 numeric
@attribute hand:tracking-165 numeric
@attribute hand:tracking-166 numeric
@attribute hand:tracking-167 numeric
@attribute hand:tracking-168 numeric
@attribute hand:tracking-169 numeric
@attribute hand:tracking-170 numeric
@attribute hand:tracking-171 numeric
@attribute hand:tracking-172 numeric
@attribute hand:tracking-173 numeric
@attribute hand:tracking-174 numeric
@attribute hand:tracking-175 numeric
@attribute hand:tracking-176 numeric
@attribute hand:tracking-177 numeric
@attribute hand:tracking-178 numeric
@attribute hand:tracking-179 numeric
@attribute hand:tracking-180 numeric
@attribute hand:tracking-181 numeric
@attribute hand:tracking-182 numeric
@attribute hand:tracking-183 numeric
@attribute hand:tracking-184 numeric
@attribute hand:tracking-185 numeric
@attribute hand:tracking-186 numeric
@attribute hand:tracking-187 numeric
@attribute hand:tracking-188 numeric
@attribute hand:tracking-189 numeric
@attribute hand:tracking-190 numeric
@attribute hand:tracking-191 numeric
@attribute hand:tracking-192 numeric
@attribute hand:tracking-193 numeric
@attribute hand:tracking-194 numeric
@attribute hand:tracking-195 numeric
@attribute hand:tracking-196 numeric
@attribute hand:tracking-197 numeric
@attribute hand:tracking-198 numeric
@attribute hand:tracking-199 numeric
@attribute hand:tracking-200 numeric
@attribute hand:tracking-201 numeric
@attribute hand:tracking-202 numeric
@attribute hand:tracking-203 numeric
@attribute hand:tracking-204 numeric
@attribute hand:tracking-205 numeric
@attribute hand:tracking-206 numeric
@attribute hand:tracking-207 numeric
@attribute hand:tracking-208 numeric
@attribute hand:tracking-209 numeric
@attribute hand:tracking-210 numeric
@attribute hand:tracking-211 numeric
@attribute hand:tracking-212 numeric
@attribute hand:tracking-213 numeric
@attribute hand:tracking-214 numeric
@attribute hand:tracking-215 numeric
@attribute hand:tracking-216 numeric
@attribute hand:tracking-217 numeric
@attribute hand:tracking-218 numeric
@attribute hand:tracking-219 numeric
@attribute hand:tracking-220 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric

@data
1909,'2024/10/31 02:42:30:409',8,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.022045,-0.025822,-0.018401,-0.01152,0.08054,0.067676,0.024849,0.013429,-0.016991,-0.030947,0.21954,0.252894,0.235315,0.229579,0.103668,-0.054272,-0.11986,-0.231765,-0.242888,-0.182571,-0.076974,-0.078123,-0.057337,-0.012001,0.015452,0.027122,0.028677,0.022624,0.032939,0.038857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092196,0.068238,0.052589,0.034753,0.061763,0.116369,0.150945,0.170726,0.165583,0.146238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.571801,0.775105,0.945792,1.136085,1.262993,1.278353,1.205987,1.064466,0.879034,0.7468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105841,0.04249,-0.011954,-0.041034,-0.038191,-0.022765,0.000531,0.021394,0.047969,0.069606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092196,0.068238,0.052589,0.034753,0.061763,0.116369,0.150945,0.170726,0.165583,0.146238,0,0,0,0,0,0,0,0,0,0,0.66,0.75
1910,'2024/10/31 02:42:30:430',8,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.031369,-0.023636,-0.026217,0.017603,0.08054,0.05548,0.025555,0.003478,-0.026996,-0.025878,0.245293,0.257807,0.246055,0.216531,0.103668,-0.052459,-0.14256,-0.243601,-0.227448,-0.162079,-0.067233,-0.081069,-0.052166,-0.022998,0.015452,0.034629,0.035974,0.031411,0.028959,0.040668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.087053,0.066055,0.050175,0.035683,0.061763,0.126975,0.153295,0.171046,0.161542,0.14129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.615868,0.798912,0.968442,1.173494,1.262993,1.269647,1.192878,1.042027,0.837137,0.715598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092686,0.035003,-0.016756,-0.044896,-0.038191,-0.016333,0.003839,0.024288,0.053445,0.0774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.087053,0.066055,0.050175,0.035683,0.061763,0.126975,0.153295,0.171046,0.161542,0.14129,0,0,0,0,0,0,0,0,0,0,0.66,0.75
1911,'2024/10/31 02:42:30:451',8,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.031424,-0.023636,-0.026217,0.017603,0.096427,0.051268,0.032244,-0.00421,-0.032346,-0.034196,0.237626,0.257807,0.246055,0.216531,0.070124,-0.069082,-0.154097,-0.250906,-0.209729,-0.166219,-0.06985,-0.081069,-0.052166,-0.022998,0.035816,0.022414,0.039615,0.033442,0.030489,0.036696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081413,0.066055,0.050175,0.035683,0.079087,0.137017,0.159501,0.170931,0.158562,0.138146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.660897,0.798912,0.968442,1.173494,1.277017,1.257098,1.165702,0.997129,0.817818,0.700317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079347,0.035003,-0.016756,-0.044896,-0.033398,-0.011151,0.009679,0.02991,0.056254,0.080773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081413,0.066055,0.050175,0.035683,0.079087,0.137017,0.159501,0.170931,0.158562,0.138146,0,0,0,0,0,0,0,0,0,0,0.66,0.75
1912,'2024/10/31 02:42:30:473',8,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.028562,-0.025929,-0.031436,0.034682,0.086425,0.025003,0.017237,-0.005607,-0.035472,-0.040924,0.244393,0.210187,0.275451,0.181603,0.020412,-0.120275,-0.237126,-0.265931,-0.192499,-0.125142,-0.08242,-0.075118,-0.038119,0.000562,0.011667,0.019728,0.028911,0.039391,0.036893,0.052922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07878,0.05787,0.040066,0.040738,0.102807,0.146468,0.167771,0.169773,0.15234,0.130849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.683428,0.884563,1.067927,1.206975,1.285445,1.227812,1.108128,0.948696,0.78134,0.675258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071748,0.006327,-0.033787,-0.04545,-0.027777,-0.0046,0.017108,0.036837,0.062284,0.089459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07878,0.05787,0.040066,0.040738,0.102807,0.146468,0.167771,0.169773,0.15234,0.130849,0,0,0,0,0,0,0,0,0,0,0.66,0.75
1913,'2024/10/31 02:42:30:494',8,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.028926,-0.020054,-0.033321,0.058403,0.067676,0.025003,0.017237,-0.015097,-0.030947,-0.059275,0.246191,0.216528,0.28007,0.11809,-0.054272,-0.120275,-0.237126,-0.250587,-0.182571,-0.122013,-0.077505,-0.07063,-0.042871,0.030891,0.027122,0.019728,0.028911,0.041159,0.038857,0.045603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073545,0.056016,0.036995,0.054288,0.116369,0.146468,0.167771,0.167148,0.146238,0.120736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.728526,0.904581,1.093739,1.253372,1.278353,1.227812,1.108128,0.901403,0.7468,0.652832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056632,-0.000203,-0.037738,-0.039625,-0.022765,-0.0046,0.017108,0.044935,0.069606,0.097963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073545,0.056016,0.036995,0.054288,0.116369,0.146468,0.167771,0.167148,0.146238,0.120736,0,0,0,0,0,0,0,0,0,0,0.66,0.75
1914,'2024/10/31 02:42:30:513',8,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.025822,-0.018401,-0.01152,0.08054,0.067676,0.024849,0.013429,-0.016991,-0.025878,-0.054213,0.252894,0.235315,0.229579,0.103668,-0.054272,-0.11986,-0.231765,-0.242888,-0.162079,-0.110553,-0.078123,-0.057337,-0.012001,0.015452,0.027122,0.028677,0.022624,0.032939,0.040668,0.037223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068238,0.052589,0.034753,0.061763,0.116369,0.150945,0.170726,0.165583,0.14129,0.115749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.775105,0.945792,1.136085,1.262993,1.278353,1.205987,1.064466,0.879034,0.715598,0.642663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04249,-0.011954,-0.041034,-0.038191,-0.022765,0.000531,0.021394,0.047969,0.0774,0.101387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068238,0.052589,0.034753,0.061763,0.116369,0.150945,0.170726,0.165583,0.14129,0.115749,0,0,0,0,0,0,0,0,0,0,0.66,0.75
1915,'2024/10/31 02:42:30:534',8,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.023636,-0.026217,0.017603,0.08054,0.05548,0.025555,0.003478,-0.026996,-0.034196,-0.051367,0.257807,0.246055,0.216531,0.103668,-0.052459,-0.14256,-0.243601,-0.227448,-0.166219,-0.086591,-0.081069,-0.052166,-0.022998,0.015452,0.034629,0.035974,0.031411,0.028959,0.036696,0.037762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066055,0.050175,0.035683,0.061763,0.126975,0.153295,0.171046,0.161542,0.138146,0.106124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.798912,0.968442,1.173494,1.262993,1.269647,1.192878,1.042027,0.837137,0.700317,0.625962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035003,-0.016756,-0.044896,-0.038191,-0.016333,0.003839,0.024288,0.053445,0.080773,0.108544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066055,0.050175,0.035683,0.061763,0.126975,0.153295,0.171046,0.161542,0.138146,0.106124,0,0,0,0,0,0,0,0,0,0,0.66,0.75
1916,'2024/10/31 02:42:30:554',8,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.020982,-0.025161,0.034682,0.082807,0.040863,0.028574,-0.005607,-0.032346,-0.040924,-0.059776,0.239868,0.280862,0.181603,0.027404,-0.094843,-0.202303,-0.265931,-0.209729,-0.125142,-0.077245,-0.080816,-0.046316,0.000562,0.026668,0.023734,0.023941,0.039391,0.030489,0.052922,0.044471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062634,0.045195,0.040738,0.094866,0.140777,0.166182,0.169773,0.158562,0.130849,0.095491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.843426,1.019363,1.206975,1.283569,1.248371,1.129985,0.948696,0.817818,0.675258,0.611404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02032,-0.025898,-0.04545,-0.028849,-0.008967,0.014443,0.036837,0.056254,0.089459,0.116454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062634,0.045195,0.040738,0.094866,0.140777,0.166182,0.169773,0.158562,0.130849,0.095491,0,0,0,0,0,0,0,0,0,0,0.66,0.75
1917,'2024/10/31 02:42:30:572',8,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.025929,-0.031436,0.034682,0.086425,0.025003,0.017237,-0.005607,-0.035472,-0.059275,-0.06045,0.210187,0.275451,0.181603,0.020412,-0.120275,-0.237126,-0.265931,-0.192499,-0.122013,-0.082693,-0.075118,-0.038119,0.000562,0.011667,0.019728,0.028911,0.039391,0.036893,0.045603,0.041024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05787,0.040066,0.040738,0.102807,0.146468,0.167771,0.169773,0.15234,0.120736,0.089926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.884563,1.067927,1.206975,1.285445,1.227812,1.108128,0.948696,0.78134,0.652832,0.603791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006327,-0.033787,-0.04545,-0.027777,-0.0046,0.017108,0.036837,0.062284,0.097963,0.120231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05787,0.040066,0.040738,0.102807,0.146468,0.167771,0.169773,0.15234,0.120736,0.089926,0,0,0,0,0,0,0,0,0,0,0.66,0.75
1918,'2024/10/31 02:42:30:593',8,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.020054,-0.033321,0.058403,0.067676,0.025003,0.017237,-0.015097,-0.030947,-0.054213,-0.052693,0.216528,0.28007,0.11809,-0.054272,-0.120275,-0.237126,-0.250587,-0.182571,-0.110553,-0.087213,-0.07063,-0.042871,0.030891,0.027122,0.019728,0.028911,0.041159,0.038857,0.037223,0.02302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056016,0.036995,0.054288,0.116369,0.146468,0.167771,0.167148,0.146238,0.115749,0.079421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.904581,1.093739,1.253372,1.278353,1.227812,1.108128,0.901403,0.7468,0.642663,0.587293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000203,-0.037738,-0.039625,-0.022765,-0.0046,0.017108,0.044935,0.069606,0.101387,0.125302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056016,0.036995,0.054288,0.116369,0.146468,0.167771,0.167148,0.146238,0.115749,0.079421,0,0,0,0,0,0,0,0,0,0,0.66,0.75
1919,'2024/10/31 02:42:30:614',8,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.018401,-0.01152,0.08054,0.067676,0.024849,0.013429,-0.016991,-0.025878,-0.051367,-0.059174,0.235315,0.229579,0.103668,-0.054272,-0.11986,-0.231765,-0.242888,-0.162079,-0.086591,-0.08149,-0.057337,-0.012001,0.015452,0.027122,0.028677,0.022624,0.032939,0.040668,0.037762,0.010473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052589,0.034753,0.061763,0.116369,0.150945,0.170726,0.165583,0.14129,0.106124,0.073965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.945792,1.136085,1.262993,1.278353,1.205987,1.064466,0.879034,0.715598,0.625962,0.579779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.011954,-0.041034,-0.038191,-0.022765,0.000531,0.021394,0.047969,0.0774,0.108544,0.126268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052589,0.034753,0.061763,0.116369,0.150945,0.170726,0.165583,0.14129,0.106124,0.073965,0,0,0,0,0,0,0,0,0,0,0.66,0.75
1920,'2024/10/31 02:42:30:634',8,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.026217,0.017603,0.08054,0.05548,0.025555,0.003478,-0.026996,-0.034196,-0.059776,-0.053245,0.246055,0.216531,0.103668,-0.052459,-0.14256,-0.243601,-0.227448,-0.166219,-0.077245,-0.062429,-0.052166,-0.022998,0.015452,0.034629,0.035974,0.031411,0.028959,0.036696,0.044471,0.007098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050175,0.035683,0.061763,0.126975,0.153295,0.171046,0.161542,0.138146,0.095491,0.063975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.968442,1.173494,1.262993,1.269647,1.192878,1.042027,0.837137,0.700317,0.611404,0.566651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.016756,-0.044896,-0.038191,-0.016333,0.003839,0.024288,0.053445,0.080773,0.116454,0.128274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050175,0.035683,0.061763,0.126975,0.153295,0.171046,0.161542,0.138146,0.095491,0.063975,0,0,0,0,0,0,0,0,0,0,0.66,0.75
1921,'2024/10/31 02:42:30:656',8,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.025161,0.034682,0.082807,0.040863,0.028574,-0.005607,-0.032346,-0.040924,-0.06045,-0.065987,0.280862,0.181603,0.027404,-0.094843,-0.202303,-0.265931,-0.209729,-0.125142,-0.082693,-0.049528,-0.046316,0.000562,0.026668,0.023734,0.023941,0.039391,0.030489,0.052922,0.041024,-0.006996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045195,0.040738,0.094866,0.140777,0.166182,0.169773,0.158562,0.130849,0.089926,0.053119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.019363,1.206975,1.283569,1.248371,1.129985,0.948696,0.817818,0.675258,0.603791,0.557566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.025898,-0.04545,-0.028849,-0.008967,0.014443,0.036837,0.056254,0.089459,0.120231,0.128408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045195,0.040738,0.094866,0.140777,0.166182,0.169773,0.158562,0.130849,0.089926,0.053119,0,0,0,0,0,0,0,0,0,0,0.66,0.75
1922,'2024/10/31 02:42:30:676',8,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.031436,0.034682,0.086425,0.025003,0.017237,-0.005607,-0.035472,-0.059275,-0.052693,-0.065627,0.275451,0.181603,0.020412,-0.120275,-0.237126,-0.265931,-0.192499,-0.122013,-0.087213,-0.042123,-0.038119,0.000562,0.011667,0.019728,0.028911,0.039391,0.036893,0.045603,0.02302,-0.008004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040066,0.040738,0.102807,0.146468,0.167771,0.169773,0.15234,0.120736,0.079421,0.047079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.067927,1.206975,1.285445,1.227812,1.108128,0.948696,0.78134,0.652832,0.587293,0.553689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.033787,-0.04545,-0.027777,-0.0046,0.017108,0.036837,0.062284,0.097963,0.125302,0.127672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040066,0.040738,0.102807,0.146468,0.167771,0.169773,0.15234,0.120736,0.079421,0.047079,0,0,0,0,0,0,0,0,0,0,0.66,0.75
