@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute hand:tracking-1 numeric
@attribute hand:tracking-2 numeric
@attribute hand:tracking-3 numeric
@attribute hand:tracking-4 numeric
@attribute hand:tracking-5 numeric
@attribute hand:tracking-6 numeric
@attribute hand:tracking-7 numeric
@attribute hand:tracking-8 numeric
@attribute hand:tracking-9 numeric
@attribute hand:tracking-10 numeric
@attribute hand:tracking-11 numeric
@attribute hand:tracking-12 numeric
@attribute hand:tracking-13 numeric
@attribute hand:tracking-14 numeric
@attribute hand:tracking-15 numeric
@attribute hand:tracking-16 numeric
@attribute hand:tracking-17 numeric
@attribute hand:tracking-18 numeric
@attribute hand:tracking-19 numeric
@attribute hand:tracking-20 numeric
@attribute hand:tracking-21 numeric
@attribute hand:tracking-22 numeric
@attribute hand:tracking-23 numeric
@attribute hand:tracking-24 numeric
@attribute hand:tracking-25 numeric
@attribute hand:tracking-26 numeric
@attribute hand:tracking-27 numeric
@attribute hand:tracking-28 numeric
@attribute hand:tracking-29 numeric
@attribute hand:tracking-30 numeric
@attribute hand:tracking-31 numeric
@attribute hand:tracking-32 numeric
@attribute hand:tracking-33 numeric
@attribute hand:tracking-34 numeric
@attribute hand:tracking-35 numeric
@attribute hand:tracking-36 numeric
@attribute hand:tracking-37 numeric
@attribute hand:tracking-38 numeric
@attribute hand:tracking-39 numeric
@attribute hand:tracking-40 numeric
@attribute hand:tracking-41 numeric
@attribute hand:tracking-42 numeric
@attribute hand:tracking-43 numeric
@attribute hand:tracking-44 numeric
@attribute hand:tracking-45 numeric
@attribute hand:tracking-46 numeric
@attribute hand:tracking-47 numeric
@attribute hand:tracking-48 numeric
@attribute hand:tracking-49 numeric
@attribute hand:tracking-50 numeric
@attribute hand:tracking-51 numeric
@attribute hand:tracking-52 numeric
@attribute hand:tracking-53 numeric
@attribute hand:tracking-54 numeric
@attribute hand:tracking-55 numeric
@attribute hand:tracking-56 numeric
@attribute hand:tracking-57 numeric
@attribute hand:tracking-58 numeric
@attribute hand:tracking-59 numeric
@attribute hand:tracking-60 numeric
@attribute hand:tracking-61 numeric
@attribute hand:tracking-62 numeric
@attribute hand:tracking-63 numeric
@attribute hand:tracking-64 numeric
@attribute hand:tracking-65 numeric
@attribute hand:tracking-66 numeric
@attribute hand:tracking-67 numeric
@attribute hand:tracking-68 numeric
@attribute hand:tracking-69 numeric
@attribute hand:tracking-70 numeric
@attribute hand:tracking-71 numeric
@attribute hand:tracking-72 numeric
@attribute hand:tracking-73 numeric
@attribute hand:tracking-74 numeric
@attribute hand:tracking-75 numeric
@attribute hand:tracking-76 numeric
@attribute hand:tracking-77 numeric
@attribute hand:tracking-78 numeric
@attribute hand:tracking-79 numeric
@attribute hand:tracking-80 numeric
@attribute hand:tracking-81 numeric
@attribute hand:tracking-82 numeric
@attribute hand:tracking-83 numeric
@attribute hand:tracking-84 numeric
@attribute hand:tracking-85 numeric
@attribute hand:tracking-86 numeric
@attribute hand:tracking-87 numeric
@attribute hand:tracking-88 numeric
@attribute hand:tracking-89 numeric
@attribute hand:tracking-90 numeric
@attribute hand:tracking-91 numeric
@attribute hand:tracking-92 numeric
@attribute hand:tracking-93 numeric
@attribute hand:tracking-94 numeric
@attribute hand:tracking-95 numeric
@attribute hand:tracking-96 numeric
@attribute hand:tracking-97 numeric
@attribute hand:tracking-98 numeric
@attribute hand:tracking-99 numeric
@attribute hand:tracking-100 numeric
@attribute hand:tracking-101 numeric
@attribute hand:tracking-102 numeric
@attribute hand:tracking-103 numeric
@attribute hand:tracking-104 numeric
@attribute hand:tracking-105 numeric
@attribute hand:tracking-106 numeric
@attribute hand:tracking-107 numeric
@attribute hand:tracking-108 numeric
@attribute hand:tracking-109 numeric
@attribute hand:tracking-110 numeric
@attribute hand:tracking-111 numeric
@attribute hand:tracking-112 numeric
@attribute hand:tracking-113 numeric
@attribute hand:tracking-114 numeric
@attribute hand:tracking-115 numeric
@attribute hand:tracking-116 numeric
@attribute hand:tracking-117 numeric
@attribute hand:tracking-118 numeric
@attribute hand:tracking-119 numeric
@attribute hand:tracking-120 numeric
@attribute hand:tracking-121 numeric
@attribute hand:tracking-122 numeric
@attribute hand:tracking-123 numeric
@attribute hand:tracking-124 numeric
@attribute hand:tracking-125 numeric
@attribute hand:tracking-126 numeric
@attribute hand:tracking-127 numeric
@attribute hand:tracking-128 numeric
@attribute hand:tracking-129 numeric
@attribute hand:tracking-130 numeric
@attribute hand:tracking-131 numeric
@attribute hand:tracking-132 numeric
@attribute hand:tracking-133 numeric
@attribute hand:tracking-134 numeric
@attribute hand:tracking-135 numeric
@attribute hand:tracking-136 numeric
@attribute hand:tracking-137 numeric
@attribute hand:tracking-138 numeric
@attribute hand:tracking-139 numeric
@attribute hand:tracking-140 numeric
@attribute hand:tracking-141 numeric
@attribute hand:tracking-142 numeric
@attribute hand:tracking-143 numeric
@attribute hand:tracking-144 numeric
@attribute hand:tracking-145 numeric
@attribute hand:tracking-146 numeric
@attribute hand:tracking-147 numeric
@attribute hand:tracking-148 numeric
@attribute hand:tracking-149 numeric
@attribute hand:tracking-150 numeric
@attribute hand:tracking-151 numeric
@attribute hand:tracking-152 numeric
@attribute hand:tracking-153 numeric
@attribute hand:tracking-154 numeric
@attribute hand:tracking-155 numeric
@attribute hand:tracking-156 numeric
@attribute hand:tracking-157 numeric
@attribute hand:tracking-158 numeric
@attribute hand:tracking-159 numeric
@attribute hand:tracking-160 numeric
@attribute hand:tracking-161 numeric
@attribute hand:tracking-162 numeric
@attribute hand:tracking-163 numeric
@attribute hand:tracking-164 numeric
@attribute hand:tracking-165 numeric
@attribute hand:tracking-166 numeric
@attribute hand:tracking-167 numeric
@attribute hand:tracking-168 numeric
@attribute hand:tracking-169 numeric
@attribute hand:tracking-170 numeric
@attribute hand:tracking-171 numeric
@attribute hand:tracking-172 numeric
@attribute hand:tracking-173 numeric
@attribute hand:tracking-174 numeric
@attribute hand:tracking-175 numeric
@attribute hand:tracking-176 numeric
@attribute hand:tracking-177 numeric
@attribute hand:tracking-178 numeric
@attribute hand:tracking-179 numeric
@attribute hand:tracking-180 numeric
@attribute hand:tracking-181 numeric
@attribute hand:tracking-182 numeric
@attribute hand:tracking-183 numeric
@attribute hand:tracking-184 numeric
@attribute hand:tracking-185 numeric
@attribute hand:tracking-186 numeric
@attribute hand:tracking-187 numeric
@attribute hand:tracking-188 numeric
@attribute hand:tracking-189 numeric
@attribute hand:tracking-190 numeric
@attribute hand:tracking-191 numeric
@attribute hand:tracking-192 numeric
@attribute hand:tracking-193 numeric
@attribute hand:tracking-194 numeric
@attribute hand:tracking-195 numeric
@attribute hand:tracking-196 numeric
@attribute hand:tracking-197 numeric
@attribute hand:tracking-198 numeric
@attribute hand:tracking-199 numeric
@attribute hand:tracking-200 numeric
@attribute hand:tracking-201 numeric
@attribute hand:tracking-202 numeric
@attribute hand:tracking-203 numeric
@attribute hand:tracking-204 numeric
@attribute hand:tracking-205 numeric
@attribute hand:tracking-206 numeric
@attribute hand:tracking-207 numeric
@attribute hand:tracking-208 numeric
@attribute hand:tracking-209 numeric
@attribute hand:tracking-210 numeric
@attribute hand:tracking-211 numeric
@attribute hand:tracking-212 numeric
@attribute hand:tracking-213 numeric
@attribute hand:tracking-214 numeric
@attribute hand:tracking-215 numeric
@attribute hand:tracking-216 numeric
@attribute hand:tracking-217 numeric
@attribute hand:tracking-218 numeric
@attribute hand:tracking-219 numeric
@attribute hand:tracking-220 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric

@data
941,'2024/10/31 02:39:43:588',5,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002363,0.002527,-0.002566,0.001262,-0.000536,0.000019,-0.000406,-0.002202,0.000577,-0.00322,-0.008227,0.001552,0.002076,0.003004,0.0052,-0.001274,0.000344,0.001492,-0.000441,-0.000977,0.002569,-0.003134,-0.000711,-0.000026,0.000895,-0.001162,-0.002842,0.003376,-0.001077,0.001254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.357788,-0.357267,-0.357381,-0.356282,-0.356669,-0.356354,-0.35698,-0.357261,-0.356773,-0.357057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.923109,0.924524,0.924356,0.923211,0.924757,0.925072,0.92568,0.926412,0.927511,0.927519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079514,0.079359,0.079669,0.078962,0.079362,0.079709,0.080017,0.080467,0.080445,0.080807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.357788,-0.357267,-0.357381,-0.356282,-0.356669,-0.356354,-0.35698,-0.357261,-0.356773,-0.357057,0,0,0,0,0,0,0,0,0,0,0,0
942,'2024/10/31 02:39:43:607',5,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00277,0.002527,0.002829,0.001558,-0.000536,0.001964,-0.000406,-0.002564,0.000577,-0.000402,0.0002,0.001552,-0.002828,-0.005908,0.0052,0.000913,0.000344,0.004581,-0.000441,0.000199,0.003687,-0.003134,-0.003009,-0.000152,0.000895,-0.000799,-0.002842,0.000931,-0.001077,-0.001967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.358032,-0.357267,-0.357119,-0.356139,-0.356669,-0.356661,-0.35698,-0.357166,-0.356773,-0.357083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92303,0.924524,0.924095,0.922668,0.924757,0.92546,0.92568,0.926887,0.927511,0.927749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079838,0.079359,0.079391,0.078948,0.079362,0.079743,0.080017,0.080421,0.080445,0.080495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.358032,-0.357267,-0.357119,-0.356139,-0.356669,-0.356661,-0.35698,-0.357166,-0.356773,-0.357083,0,0,0,0,0,0,0,0,0,0,0,0
943,'2024/10/31 02:39:43:627',5,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000255,-0.000137,-0.000821,-0.001673,0.001684,0.000308,-0.00002,0.000729,-0.003214,-0.000943,0.001399,0.000068,0.005815,0.002671,-0.000316,-0.00395,0.00312,0.003334,0.003903,0.002458,-0.001008,0.002468,-0.003092,0.001057,0.002397,0.001968,0.001434,-0.001772,0.001754,0.00392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.357942,-0.35728,-0.357222,-0.356621,-0.356277,-0.356678,-0.356904,-0.357099,-0.356917,-0.357187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.923283,0.924531,0.923846,0.92364,0.924756,0.924927,0.925583,0.927194,0.927969,0.927391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079555,0.079586,0.079123,0.079142,0.07963,0.079955,0.079971,0.080258,0.080775,0.080998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.357942,-0.35728,-0.357222,-0.356621,-0.356277,-0.356678,-0.356904,-0.357099,-0.356917,-0.357187,0,0,0,0,0,0,0,0,0,0,0,0
944,'2024/10/31 02:39:43:646',5,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000255,0.000573,0.00222,-0.001673,-0.001077,0.000308,-0.002557,0.000729,0.000598,-0.00058,0.001399,0.001305,-0.005275,0.002671,-0.001613,-0.00395,0.000645,0.003334,-0.00152,-0.002579,-0.001008,0.002191,-0.000633,0.001057,0.002688,0.001968,-0.000118,-0.001772,0.001069,-0.003211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.357942,-0.357138,-0.356881,-0.356621,-0.35619,-0.356678,-0.357248,-0.357099,-0.356862,-0.357241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.923283,0.924345,0.923152,0.92364,0.924727,0.924927,0.926051,0.927194,0.927829,0.927153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079555,0.079681,0.079136,0.079142,0.079546,0.079955,0.080256,0.080258,0.080874,0.080702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.357942,-0.357138,-0.356881,-0.356621,-0.35619,-0.356678,-0.357248,-0.357099,-0.356862,-0.357241,0,0,0,0,0,0,0,0,0,0,0,0
945,'2024/10/31 02:39:43:668',5,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003919,-0.002566,0.001781,0.000615,-0.000977,0.001946,0.000173,0.001433,-0.00322,-0.001335,-0.005369,0.002076,-0.001103,0.002022,0.002931,-0.000151,0.00144,0.002404,-0.000977,0.001053,0.000581,-0.000711,-0.00261,-0.000195,0.001773,0.000351,0.001163,-0.000991,0.001254,-0.000414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.35749,-0.357381,-0.356399,-0.356814,-0.356279,-0.356942,-0.357056,-0.35687,-0.357057,-0.357522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.923855,0.924356,0.922933,0.924474,0.924996,0.925649,0.926273,0.927454,0.927519,0.927141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079452,0.079669,0.078964,0.079202,0.079709,0.08028,0.080153,0.080442,0.080807,0.080725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.35749,-0.357381,-0.356399,-0.356814,-0.356279,-0.356942,-0.357056,-0.35687,-0.357057,-0.357522,0,0,0,0,0,0,0,0,0,0,0,0
946,'2024/10/31 02:39:43:691',5,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002527,-0.002566,0.001262,-0.000536,0.000019,-0.000406,-0.002202,0.000577,-0.000402,0.000401,0.001552,0.002076,0.003004,0.0052,-0.001274,0.000344,0.001492,-0.000441,0.000199,0.003966,-0.003134,-0.000711,-0.000026,0.000895,-0.001162,-0.002842,0.003376,-0.001077,-0.001967,0.000804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.357267,-0.357381,-0.356282,-0.356669,-0.356354,-0.35698,-0.357261,-0.356773,-0.357083,-0.357618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.924524,0.924356,0.923211,0.924757,0.925072,0.92568,0.926412,0.927511,0.927749,0.927272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079359,0.079669,0.078962,0.079362,0.079709,0.080017,0.080467,0.080445,0.080495,0.08055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.357267,-0.357381,-0.356282,-0.356669,-0.356354,-0.35698,-0.357261,-0.356773,-0.357083,-0.357618,0,0,0,0,0,0,0,0,0,0,0,0
947,'2024/10/31 02:39:43:712',5,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002527,0.002829,0.001558,-0.000536,0.001964,-0.000406,-0.002564,0.000577,-0.000943,0.002254,0.001552,-0.002828,-0.005908,0.0052,0.000913,0.000344,0.004581,-0.000441,0.002458,-0.004033,-0.003134,-0.003009,-0.000152,0.000895,-0.000799,-0.002842,0.000931,-0.001077,0.00392,-0.001465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.357267,-0.357119,-0.356139,-0.356669,-0.356661,-0.35698,-0.357166,-0.356773,-0.357187,-0.35741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.924524,0.924095,0.922668,0.924757,0.92546,0.92568,0.926887,0.927511,0.927391,0.926901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079359,0.079391,0.078948,0.079362,0.079743,0.080017,0.080421,0.080445,0.080998,0.080415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.357267,-0.357119,-0.356139,-0.356669,-0.356661,-0.35698,-0.357166,-0.356773,-0.357187,-0.35741,0,0,0,0,0,0,0,0,0,0,0,0
948,'2024/10/31 02:39:43:733',5,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000573,0.00222,-0.001673,-0.001077,0.000308,-0.002557,0.000729,0.000598,-0.001335,-0.001451,0.001305,-0.005275,0.002671,-0.001613,-0.00395,0.000645,0.003334,-0.00152,0.001053,0.00493,0.002191,-0.000633,0.001057,0.002688,0.001968,-0.000118,-0.001772,0.001069,-0.000414,0.000023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.357138,-0.356881,-0.356621,-0.35619,-0.356678,-0.357248,-0.357099,-0.356862,-0.357522,-0.357568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.924345,0.923152,0.92364,0.924727,0.924927,0.926051,0.927194,0.927829,0.927141,0.92721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079681,0.079136,0.079142,0.079546,0.079955,0.080256,0.080258,0.080874,0.080725,0.080588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.357138,-0.356881,-0.356621,-0.35619,-0.356678,-0.357248,-0.357099,-0.356862,-0.357522,-0.357568,0,0,0,0,0,0,0,0,0,0,0,0
949,'2024/10/31 02:39:43:755',5,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.002084,0.00222,0.001531,-0.000977,-0.002774,0.000173,-0.002404,-0.00322,-0.001335,0.000516,-0.002088,-0.005275,0.005769,0.002931,0.003376,0.00144,0.000509,-0.000977,0.001053,-0.001969,-0.001509,-0.000633,-0.001641,0.001773,0.004847,0.001163,0.004325,0.001254,-0.000414,0.003796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.357133,-0.356881,-0.35687,-0.356279,-0.356951,-0.357056,-0.357242,-0.357057,-0.357522,-0.357685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.924127,0.923152,0.924287,0.924996,0.92525,0.926273,0.927146,0.927519,0.927141,0.927476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079602,0.079136,0.07922,0.079709,0.080155,0.080153,0.080792,0.080807,0.080725,0.080818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.357133,-0.356881,-0.35687,-0.356279,-0.356951,-0.357056,-0.357242,-0.357057,-0.357522,-0.357685,0,0,0,0,0,0,0,0,0,0,0,0
950,'2024/10/31 02:39:43:778',5,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.002566,0.001781,0.000615,-0.000977,0.001946,0.000173,0.001433,-0.00322,0.000401,0.00035,0.002076,-0.001103,0.002022,0.002931,-0.000151,0.00144,0.002404,-0.000977,0.003966,0.00344,-0.000711,-0.00261,-0.000195,0.001773,0.000351,0.001163,-0.000991,0.001254,0.000804,0.000884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.357381,-0.356399,-0.356814,-0.356279,-0.356942,-0.357056,-0.35687,-0.357057,-0.357618,-0.357812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.924356,0.922933,0.924474,0.924996,0.925649,0.926273,0.927454,0.927519,0.927272,0.927998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079669,0.078964,0.079202,0.079709,0.08028,0.080153,0.080442,0.080807,0.08055,0.080813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.357381,-0.356399,-0.356814,-0.356279,-0.356942,-0.357056,-0.35687,-0.357057,-0.357618,-0.357812,0,0,0,0,0,0,0,0,0,0,0,0
951,'2024/10/31 02:39:43:800',5,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002829,0.001558,-0.000536,0.001964,-0.000406,-0.002564,0.000577,-0.000943,-0.001451,-0.000064,-0.002828,-0.005908,0.0052,0.000913,0.000344,0.004581,-0.000441,0.002458,0.00493,0.000944,-0.003009,-0.000152,0.000895,-0.000799,-0.002842,0.000931,-0.001077,0.00392,0.000023,-0.001106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.357119,-0.356139,-0.356669,-0.356661,-0.35698,-0.357166,-0.356773,-0.357187,-0.357568,-0.357997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.924095,0.922668,0.924757,0.92546,0.92568,0.926887,0.927511,0.927391,0.92721,0.927573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079391,0.078948,0.079362,0.079743,0.080017,0.080421,0.080445,0.080998,0.080588,0.080631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.357119,-0.356139,-0.356669,-0.356661,-0.35698,-0.357166,-0.356773,-0.357187,-0.357568,-0.357997,0,0,0,0,0,0,0,0,0,0,0,0
952,'2024/10/31 02:39:43:822',5,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000821,-0.001673,0.001684,0.000308,-0.00002,0.000729,-0.003214,-0.00058,-0.001451,-0.001278,0.005815,0.002671,-0.000316,-0.00395,0.00312,0.003334,0.003903,-0.002579,0.00493,0.004465,-0.003092,0.001057,0.002397,0.001968,0.001434,-0.001772,0.001754,-0.003211,0.000023,0.003266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.357222,-0.356621,-0.356277,-0.356678,-0.356904,-0.357099,-0.356917,-0.357241,-0.357568,-0.358114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.923846,0.92364,0.924756,0.924927,0.925583,0.927194,0.927969,0.927153,0.92721,0.92798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079123,0.079142,0.07963,0.079955,0.079971,0.080258,0.080775,0.080702,0.080588,0.080929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.357222,-0.356621,-0.356277,-0.356678,-0.356904,-0.357099,-0.356917,-0.357241,-0.357568,-0.358114,0,0,0,0,0,0,0,0,0,0,0,0
953,'2024/10/31 02:39:43:843',5,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00222,-0.001673,-0.001077,0.000308,-0.002557,0.000729,0.000598,-0.001335,0.000516,0.001427,-0.005275,0.002671,-0.001613,-0.00395,0.000645,0.003334,-0.00152,0.001053,-0.001969,0.001171,-0.000633,0.001057,0.002688,0.001968,-0.000118,-0.001772,0.001069,-0.000414,0.003796,0.004151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.356881,-0.356621,-0.35619,-0.356678,-0.357248,-0.357099,-0.356862,-0.357522,-0.357685,-0.358164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.923152,0.92364,0.924727,0.924927,0.926051,0.927194,0.927829,0.927141,0.927476,0.927996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079136,0.079142,0.079546,0.079955,0.080256,0.080258,0.080874,0.080725,0.080818,0.081025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.356881,-0.356621,-0.35619,-0.356678,-0.357248,-0.357099,-0.356862,-0.357522,-0.357685,-0.358164,0,0,0,0,0,0,0,0,0,0,0,0
954,'2024/10/31 02:39:43:865',5,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001781,0.000615,-0.000977,0.001946,0.000173,0.001433,-0.00322,0.000401,-0.000064,-0.000502,-0.001103,0.002022,0.002931,-0.000151,0.00144,0.002404,-0.000977,0.003966,0.000944,0.001103,-0.00261,-0.000195,0.001773,0.000351,0.001163,-0.000991,0.001254,0.000804,-0.001106,0.000971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.356399,-0.356814,-0.356279,-0.356942,-0.357056,-0.35687,-0.357057,-0.357618,-0.357997,-0.35805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.922933,0.924474,0.924996,0.925649,0.926273,0.927454,0.927519,0.927272,0.927573,0.928545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078964,0.079202,0.079709,0.08028,0.080153,0.080442,0.080807,0.08055,0.080631,0.080896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.356399,-0.356814,-0.356279,-0.356942,-0.357056,-0.35687,-0.357057,-0.357618,-0.357997,-0.35805,0,0,0,0,0,0,0,0,0,0,0,0
